Sistema,Area,Generacion (MWh),Importacion Total (MWh),Exportacion Total (MWh),Intercambio neto entre Gerencias (MWh),Estimacion de Demanda por Balance (MWh),Pronostico (MWh),Timestamp,fecha,hora,anio,mes,dia_semana
SIN,OCC,3269.58909,0.0,0.0,2389.952,5659.54109,5915.758,2020-01-01 00:00:00,2020-01-01,0,2020,1,Wednesday
SIN,OCC,3251.92533,0.0,0.0,2223.747,5475.67233,5752.314,2020-01-01 01:00:00,2020-01-01,1,2020,1,Wednesday
SIN,OCC,3324.54144,0.0,0.0,1931.442,5255.98344,5566.535,2020-01-01 02:00:00,2020-01-01,2,2020,1,Wednesday
SIN,OCC,3318.09918,0.0,0.0,1759.341,5077.44018,5385.318,2020-01-01 03:00:00,2020-01-01,3,2020,1,Wednesday
SIN,OCC,3403.84801,0.0,0.0,1525.132,4928.98001,5288.158,2020-01-01 04:00:00,2020-01-01,4,2020,1,Wednesday
SIN,OCC,3517.00386,0.0,0.0,1335.314,4852.31786,5222.642,2020-01-01 05:00:00,2020-01-01,5,2020,1,Wednesday
SIN,OCC,3565.81888,0.0,0.0,1295.742,4861.56088,5223.77,2020-01-01 06:00:00,2020-01-01,6,2020,1,Wednesday
SIN,OCC,3546.88085,0.0,0.0,1147.696,4694.57685,5078.034,2020-01-01 07:00:00,2020-01-01,7,2020,1,Wednesday
SIN,OCC,3646.3394,0.0,0.0,1020.633,4666.9724,5064.104,2020-01-01 08:00:00,2020-01-01,8,2020,1,Wednesday
SIN,OCC,3818.05226,0.0,0.0,975.965,4794.01726,5178.419,2020-01-01 09:00:00,2020-01-01,9,2020,1,Wednesday
SIN,OCC,4123.28606,0.0,0.0,827.804,4951.09006,5308.778,2020-01-01 10:00:00,2020-01-01,10,2020,1,Wednesday
SIN,OCC,4136.86944,0.0,0.0,957.083,5093.95244,5433.85,2020-01-01 11:00:00,2020-01-01,11,2020,1,Wednesday
SIN,OCC,4342.36759,0.0,0.0,862.496,5204.86359,5484.94,2020-01-01 12:00:00,2020-01-01,12,2020,1,Wednesday
SIN,OCC,4277.06852,0.0,0.0,926.111,5203.17952,5507.832,2020-01-01 13:00:00,2020-01-01,13,2020,1,Wednesday
SIN,OCC,4212.14622,0.0,0.0,1005.755,5217.90122,5516.473,2020-01-01 14:00:00,2020-01-01,14,2020,1,Wednesday
SIN,OCC,4155.893,0.0,0.0,1071.975,5227.868,5589.901,2020-01-01 15:00:00,2020-01-01,15,2020,1,Wednesday
SIN,OCC,4097.68646,0.0,0.0,1112.293,5209.97946,5627.197,2020-01-01 16:00:00,2020-01-01,16,2020,1,Wednesday
SIN,OCC,3884.5191,0.0,0.0,1409.757,5294.2761,5716.637,2020-01-01 17:00:00,2020-01-01,17,2020,1,Wednesday
SIN,OCC,3905.30027,0.0,0.0,1959.25,5864.55027,6268.8,2020-01-01 18:00:00,2020-01-01,18,2020,1,Wednesday
SIN,OCC,4286.55378,0.0,0.0,1958.52,6245.07378,6773.226,2020-01-01 19:00:00,2020-01-01,19,2020,1,Wednesday
SIN,OCC,4153.0702,0.0,0.0,2049.932,6203.0022,6746.392,2020-01-01 20:00:00,2020-01-01,20,2020,1,Wednesday
SIN,OCC,4051.34601,0.0,0.0,1984.063,6035.40901,6636.277,2020-01-01 21:00:00,2020-01-01,21,2020,1,Wednesday
SIN,OCC,3764.74708,0.0,0.0,2068.622,5833.36908,6357.704,2020-01-01 22:00:00,2020-01-01,22,2020,1,Wednesday
SIN,OCC,3577.44787,0.0,0.0,1916.88,5494.32787,6013.844,2020-01-01 23:00:00,2020-01-01,23,2020,1,Wednesday
SIN,OCC,3584.63513,0.0,0.0,1639.159,5223.79413,5854.445,2020-01-02 00:00:00,2020-01-02,0,2020,1,Thursday
SIN,OCC,3694.76827,0.0,0.0,1363.383,5058.15127,5713.874,2020-01-02 01:00:00,2020-01-02,1,2020,1,Thursday
SIN,OCC,3663.55229,0.0,0.0,1271.956,4935.50829,5576.897,2020-01-02 02:00:00,2020-01-02,2,2020,1,Thursday
SIN,OCC,3654.48173,0.0,0.0,1239.216,4893.69773,5557.015,2020-01-02 03:00:00,2020-01-02,3,2020,1,Thursday
SIN,OCC,3638.91982,0.0,0.0,1294.975,4933.89482,5622.522,2020-01-02 04:00:00,2020-01-02,4,2020,1,Thursday
SIN,OCC,3779.45703,0.0,0.0,1317.317,5096.77403,5788.783,2020-01-02 05:00:00,2020-01-02,5,2020,1,Thursday
SIN,OCC,3812.31356,0.0,0.0,1761.644,5573.95756,6139.451,2020-01-02 06:00:00,2020-01-02,6,2020,1,Thursday
SIN,OCC,3785.23205,0.0,0.0,2355.935,6141.16705,6606.274,2020-01-02 07:00:00,2020-01-02,7,2020,1,Thursday
SIN,OCC,4093.59378,0.0,0.0,2476.629,6570.22278,7118.311,2020-01-02 08:00:00,2020-01-02,8,2020,1,Thursday
SIN,OCC,4604.29898,0.0,0.0,2452.69,7056.98898,7543.252,2020-01-02 09:00:00,2020-01-02,9,2020,1,Thursday
SIN,OCC,4910.07166,0.0,0.0,2325.717,7235.78866,7749.282,2020-01-02 10:00:00,2020-01-02,10,2020,1,Thursday
SIN,OCC,4909.66487,0.0,0.0,2346.646,7256.31087,7855.196,2020-01-02 11:00:00,2020-01-02,11,2020,1,Thursday
SIN,OCC,5014.90939,0.0,0.0,2294.254,7309.16339,7967.519,2020-01-02 12:00:00,2020-01-02,12,2020,1,Thursday
SIN,OCC,5088.14898,0.0,0.0,2212.045,7300.19398,7990.329,2020-01-02 13:00:00,2020-01-02,13,2020,1,Thursday
SIN,OCC,5231.82945,0.0,0.0,2059.048,7290.87745,7969.924,2020-01-02 14:00:00,2020-01-02,14,2020,1,Thursday
SIN,OCC,5242.65627,0.0,0.0,2090.561,7333.21727,7988.037,2020-01-02 15:00:00,2020-01-02,15,2020,1,Thursday
SIN,OCC,4952.79332,0.0,0.0,2454.92,7407.71332,7995.885,2020-01-02 16:00:00,2020-01-02,16,2020,1,Thursday
SIN,OCC,4422.4255,0.0,0.0,2882.448,7304.8735,7940.289,2020-01-02 17:00:00,2020-01-02,17,2020,1,Thursday
SIN,OCC,4824.99219,0.0,0.0,2631.828,7456.82019,7952.63,2020-01-02 18:00:00,2020-01-02,18,2020,1,Thursday
SIN,OCC,4741.16568,0.0,0.0,3138.239,7879.40468,8331.756,2020-01-02 19:00:00,2020-01-02,19,2020,1,Thursday
SIN,OCC,4610.55537,0.0,0.0,3195.71,7806.26537,8257.317,2020-01-02 20:00:00,2020-01-02,20,2020,1,Thursday
SIN,OCC,4647.71522,0.0,0.0,2913.549,7561.26422,7940.32,2020-01-02 21:00:00,2020-01-02,21,2020,1,Thursday
SIN,OCC,4485.95783,0.0,0.0,2794.866,7280.82383,7719.337,2020-01-02 22:00:00,2020-01-02,22,2020,1,Thursday
SIN,OCC,4190.08813,0.0,0.0,2809.452,6999.54013,7394.842,2020-01-02 23:00:00,2020-01-02,23,2020,1,Thursday
SIN,OCC,3758.4847,0.0,0.0,2885.405,6643.8897,6888.967,2020-01-03 00:00:00,2020-01-03,0,2020,1,Friday
SIN,OCC,3588.42418,0.0,0.0,2853.574,6441.99818,6688.812,2020-01-03 01:00:00,2020-01-03,1,2020,1,Friday
SIN,OCC,3567.32636,0.0,0.0,2677.992,6245.31836,6524.239,2020-01-03 02:00:00,2020-01-03,2,2020,1,Friday
SIN,OCC,3614.77743,0.0,0.0,2551.386,6166.16343,6437.63,2020-01-03 03:00:00,2020-01-03,3,2020,1,Friday
SIN,OCC,3541.3456,0.0,0.0,2674.948,6216.2936,6437.166,2020-01-03 04:00:00,2020-01-03,4,2020,1,Friday
SIN,OCC,3676.85175,0.0,0.0,2593.924,6270.77575,6525.056,2020-01-03 05:00:00,2020-01-03,5,2020,1,Friday
SIN,OCC,3729.78495,0.0,0.0,2855.582,6585.36695,6737.719,2020-01-03 06:00:00,2020-01-03,6,2020,1,Friday
SIN,OCC,3831.65479,0.0,0.0,3074.283,6905.93779,7059.745,2020-01-03 07:00:00,2020-01-03,7,2020,1,Friday
SIN,OCC,4697.22613,0.0,0.0,2531.957,7229.18313,7455.646,2020-01-03 08:00:00,2020-01-03,8,2020,1,Friday
SIN,OCC,5375.64561,0.0,0.0,2124.491,7500.13661,7806.664,2020-01-03 09:00:00,2020-01-03,9,2020,1,Friday
SIN,OCC,5399.77448,0.0,0.0,2255.507,7655.28148,7901.084,2020-01-03 10:00:00,2020-01-03,10,2020,1,Friday
SIN,OCC,5264.71882,0.0,0.0,2485.504,7750.22282,8018.161,2020-01-03 11:00:00,2020-01-03,11,2020,1,Friday
SIN,OCC,5375.59265,0.0,0.0,2456.539,7832.13165,8103.901,2020-01-03 12:00:00,2020-01-03,12,2020,1,Friday
SIN,OCC,5417.9668,0.0,0.0,2447.484,7865.4508,8118.821,2020-01-03 13:00:00,2020-01-03,13,2020,1,Friday
SIN,OCC,5430.68079,0.0,0.0,2419.941,7850.62179,8016.755,2020-01-03 14:00:00,2020-01-03,14,2020,1,Friday
SIN,OCC,5333.74314,0.0,0.0,2506.546,7840.28914,8002.668,2020-01-03 15:00:00,2020-01-03,15,2020,1,Friday
SIN,OCC,5085.70376,0.0,0.0,2767.252,7852.95576,7990.053,2020-01-03 16:00:00,2020-01-03,16,2020,1,Friday
SIN,OCC,4817.5304,0.0,0.0,2880.048,7697.5784,7785.977,2020-01-03 17:00:00,2020-01-03,17,2020,1,Friday
SIN,OCC,4755.86198,0.0,0.0,3046.495,7802.35698,7687.035,2020-01-03 18:00:00,2020-01-03,18,2020,1,Friday
SIN,OCC,4769.13359,0.0,0.0,3415.182,8184.31559,8065.267,2020-01-03 19:00:00,2020-01-03,19,2020,1,Friday
SIN,OCC,4776.02408,0.0,0.0,3303.093,8079.11708,7980.88,2020-01-03 20:00:00,2020-01-03,20,2020,1,Friday
SIN,OCC,4640.43428,0.0,0.0,3146.968,7787.40228,7771.655,2020-01-03 21:00:00,2020-01-03,21,2020,1,Friday
SIN,OCC,4602.57656,0.0,0.0,2875.005,7477.58156,7564.968,2020-01-03 22:00:00,2020-01-03,22,2020,1,Friday
SIN,OCC,4356.07474,0.0,0.0,2800.921,7156.99574,7380.522,2020-01-03 23:00:00,2020-01-03,23,2020,1,Friday
SIN,OCC,3534.25308,0.0,0.0,3256.574,6790.82708,7368.931,2020-01-04 00:00:00,2020-01-04,0,2020,1,Saturday
SIN,OCC,3288.0598,0.0,0.0,3345.273,6633.3328,7104.529,2020-01-04 01:00:00,2020-01-04,1,2020,1,Saturday
SIN,OCC,3244.06843,0.0,0.0,3170.741,6414.80943,6900.94,2020-01-04 02:00:00,2020-01-04,2,2020,1,Saturday
SIN,OCC,3217.11249,0.0,0.0,3117.092,6334.20449,6820.955,2020-01-04 03:00:00,2020-01-04,3,2020,1,Saturday
SIN,OCC,3249.83689,0.0,0.0,3073.816,6323.65289,6826.905,2020-01-04 04:00:00,2020-01-04,4,2020,1,Saturday
SIN,OCC,3227.4866,0.0,0.0,3154.388,6381.8746,6873.585,2020-01-04 05:00:00,2020-01-04,5,2020,1,Saturday
SIN,OCC,3295.98444,0.0,0.0,3294.781,6590.76544,7014.743,2020-01-04 06:00:00,2020-01-04,6,2020,1,Saturday
SIN,OCC,3362.15852,0.0,0.0,3499.48,6861.63852,7219.047,2020-01-04 07:00:00,2020-01-04,7,2020,1,Saturday
SIN,OCC,4041.53817,0.0,0.0,3021.06,7062.59817,7527.561,2020-01-04 08:00:00,2020-01-04,8,2020,1,Saturday
SIN,OCC,4666.66343,0.0,0.0,2607.174,7273.83743,7836.01,2020-01-04 09:00:00,2020-01-04,9,2020,1,Saturday
SIN,OCC,4779.04138,0.0,0.0,2587.049,7366.09038,8005.788,2020-01-04 10:00:00,2020-01-04,10,2020,1,Saturday
SIN,OCC,4851.85276,0.0,0.0,2596.357,7448.20976,8077.819,2020-01-04 11:00:00,2020-01-04,11,2020,1,Saturday
SIN,OCC,4792.96749,0.0,0.0,2686.417,7479.38449,8109.694,2020-01-04 12:00:00,2020-01-04,12,2020,1,Saturday
SIN,OCC,4853.68462,0.0,0.0,2548.772,7402.45662,8003.934,2020-01-04 13:00:00,2020-01-04,13,2020,1,Saturday
SIN,OCC,4959.18588,0.0,0.0,2251.34,7210.52588,7848.81,2020-01-04 14:00:00,2020-01-04,14,2020,1,Saturday
SIN,OCC,4908.49758,0.0,0.0,2221.976,7130.47358,7748.814,2020-01-04 15:00:00,2020-01-04,15,2020,1,Saturday
SIN,OCC,4676.7073,0.0,0.0,2452.341,7129.0483,7709.541,2020-01-04 16:00:00,2020-01-04,16,2020,1,Saturday
SIN,OCC,3920.14932,0.0,0.0,3248.438,7168.58732,7696.367,2020-01-04 17:00:00,2020-01-04,17,2020,1,Saturday
SIN,OCC,4450.89973,0.0,0.0,3037.616,7488.51573,7950.933,2020-01-04 18:00:00,2020-01-04,18,2020,1,Saturday
SIN,OCC,4769.48569,0.0,0.0,2846.582,7616.06769,7896.971,2020-01-04 19:00:00,2020-01-04,19,2020,1,Saturday
SIN,OCC,4511.46512,0.0,0.0,2970.758,7482.22312,7720.173,2020-01-04 20:00:00,2020-01-04,20,2020,1,Saturday
SIN,OCC,4081.7654,0.0,0.0,3286.585,7368.3504,7629.47,2020-01-04 21:00:00,2020-01-04,21,2020,1,Saturday
SIN,OCC,3876.16582,0.0,0.0,3410.735,7286.90082,7545.045,2020-01-04 22:00:00,2020-01-04,22,2020,1,Saturday
SIN,OCC,3527.89292,0.0,0.0,3336.051,6863.94392,7146.422,2020-01-04 23:00:00,2020-01-04,23,2020,1,Saturday
SIN,OCC,3320.97751,0.0,0.0,3156.729,6477.70651,6566.542,2020-01-05 00:00:00,2020-01-05,0,2020,1,Sunday
SIN,OCC,3364.06391,0.0,0.0,2853.939,6218.00291,6321.14,2020-01-05 01:00:00,2020-01-05,1,2020,1,Sunday
SIN,OCC,3379.64232,0.0,0.0,2653.918,6033.56032,6157.135,2020-01-05 02:00:00,2020-01-05,2,2020,1,Sunday
SIN,OCC,3319.54699,0.0,0.0,2608.928,5928.47499,6048.541,2020-01-05 03:00:00,2020-01-05,3,2020,1,Sunday
SIN,OCC,3381.11792,0.0,0.0,2521.593,5902.71092,6048.443,2020-01-05 04:00:00,2020-01-05,4,2020,1,Sunday
SIN,OCC,3414.11083,0.0,0.0,2462.154,5876.26483,6051.188,2020-01-05 05:00:00,2020-01-05,5,2020,1,Sunday
SIN,OCC,3370.38711,0.0,0.0,2492.116,5862.50311,6135.134,2020-01-05 06:00:00,2020-01-05,6,2020,1,Sunday
SIN,OCC,3389.74562,0.0,0.0,2524.613,5914.35862,6143.961,2020-01-05 07:00:00,2020-01-05,7,2020,1,Sunday
SIN,OCC,4194.41269,0.0,0.0,1761.385,5955.79769,6251.057,2020-01-05 08:00:00,2020-01-05,8,2020,1,Sunday
SIN,OCC,4904.63471,0.0,0.0,1167.809,6072.44371,6499.41,2020-01-05 09:00:00,2020-01-05,9,2020,1,Sunday
SIN,OCC,4855.97838,0.0,0.0,1404.777,6260.75538,6597.495,2020-01-05 10:00:00,2020-01-05,10,2020,1,Sunday
SIN,OCC,4877.0212,0.0,0.0,1431.168,6308.1892,6636.636,2020-01-05 11:00:00,2020-01-05,11,2020,1,Sunday
SIN,OCC,4982.78736,0.0,0.0,1352.637,6335.42436,6619.356,2020-01-05 12:00:00,2020-01-05,12,2020,1,Sunday
SIN,OCC,4836.41569,0.0,0.0,1437.104,6273.51969,6597.937,2020-01-05 13:00:00,2020-01-05,13,2020,1,Sunday
SIN,OCC,4910.31049,0.0,0.0,1389.097,6299.40749,6565.801,2020-01-05 14:00:00,2020-01-05,14,2020,1,Sunday
SIN,OCC,4913.73563,0.0,0.0,1400.397,6314.13263,6565.898,2020-01-05 15:00:00,2020-01-05,15,2020,1,Sunday
SIN,OCC,4740.4472,0.0,0.0,1574.667,6315.1142,6563.471,2020-01-05 16:00:00,2020-01-05,16,2020,1,Sunday
SIN,OCC,4825.17378,0.0,0.0,1556.82,6381.99378,6602.523,2020-01-05 17:00:00,2020-01-05,17,2020,1,Sunday
SIN,OCC,4365.32922,0.0,0.0,2456.972,6822.30122,7064.646,2020-01-05 18:00:00,2020-01-05,18,2020,1,Sunday
SIN,OCC,3970.7493,0.0,0.0,3421.558,7392.3073,7490.097,2020-01-05 19:00:00,2020-01-05,19,2020,1,Sunday
SIN,OCC,3711.13864,0.0,0.0,3652.256,7363.39464,7500.295,2020-01-05 20:00:00,2020-01-05,20,2020,1,Sunday
SIN,OCC,3626.6868,0.0,0.0,3641.988,7268.6748,7376.682,2020-01-05 21:00:00,2020-01-05,21,2020,1,Sunday
SIN,OCC,3498.63408,0.0,0.0,3397.816,6896.45008,7099.702,2020-01-05 22:00:00,2020-01-05,22,2020,1,Sunday
SIN,OCC,3161.33772,0.0,0.0,3289.191,6450.52872,6677.67,2020-01-05 23:00:00,2020-01-05,23,2020,1,Sunday
SIN,OCC,3055.55053,0.0,0.0,3093.17,6148.72053,6370.806,2020-01-06 00:00:00,2020-01-06,0,2020,1,Monday
SIN,OCC,3051.82636,0.0,0.0,2900.926,5952.75236,6209.42,2020-01-06 01:00:00,2020-01-06,1,2020,1,Monday
SIN,OCC,3050.9038,0.0,0.0,2813.581,5864.4848,6048.192,2020-01-06 02:00:00,2020-01-06,2,2020,1,Monday
SIN,OCC,3050.72757,0.0,0.0,2735.101,5785.82857,6063.915,2020-01-06 03:00:00,2020-01-06,3,2020,1,Monday
SIN,OCC,3053.64059,0.0,0.0,2751.537,5805.17759,6074.426,2020-01-06 04:00:00,2020-01-06,4,2020,1,Monday
SIN,OCC,3140.04502,0.0,0.0,2835.356,5975.40102,6310.708,2020-01-06 05:00:00,2020-01-06,5,2020,1,Monday
SIN,OCC,3178.22185,0.0,0.0,3297.857,6476.07885,6916.367,2020-01-06 06:00:00,2020-01-06,6,2020,1,Monday
SIN,OCC,3216.35689,0.0,0.0,3800.805,7017.16189,7438.916,2020-01-06 07:00:00,2020-01-06,7,2020,1,Monday
SIN,OCC,4092.72728,0.0,0.0,3419.531,7512.25828,7835.806,2020-01-06 08:00:00,2020-01-06,8,2020,1,Monday
SIN,OCC,4814.15378,0.0,0.0,3058.965,7873.11878,8151.332,2020-01-06 09:00:00,2020-01-06,9,2020,1,Monday
SIN,OCC,4874.41737,0.0,0.0,3162.178,8036.59537,8386.931,2020-01-06 10:00:00,2020-01-06,10,2020,1,Monday
SIN,OCC,5033.02069,0.0,0.0,3042.382,8075.40269,8534.787,2020-01-06 11:00:00,2020-01-06,11,2020,1,Monday
SIN,OCC,4969.81546,0.0,0.0,3176.736,8146.55146,8617.123,2020-01-06 12:00:00,2020-01-06,12,2020,1,Monday
SIN,OCC,4964.66702,0.0,0.0,3255.018,8219.68502,8658.361,2020-01-06 13:00:00,2020-01-06,13,2020,1,Monday
SIN,OCC,5018.86583,0.0,0.0,3206.509,8225.37483,8672.599,2020-01-06 14:00:00,2020-01-06,14,2020,1,Monday
SIN,OCC,5117.85103,0.0,0.0,3061.155,8179.00603,8644.773,2020-01-06 15:00:00,2020-01-06,15,2020,1,Monday
SIN,OCC,5430.88028,0.0,0.0,2782.532,8213.41228,8652.904,2020-01-06 16:00:00,2020-01-06,16,2020,1,Monday
SIN,OCC,4590.37573,0.0,0.0,3514.137,8104.51273,8477.818,2020-01-06 17:00:00,2020-01-06,17,2020,1,Monday
SIN,OCC,4366.5201,0.0,0.0,3834.42,8200.9401,8330.941,2020-01-06 18:00:00,2020-01-06,18,2020,1,Monday
SIN,OCC,4394.74162,0.0,0.0,4052.585,8447.32662,8799.996,2020-01-06 19:00:00,2020-01-06,19,2020,1,Monday
SIN,OCC,4526.68598,0.0,0.0,3798.988,8325.67398,8730.935,2020-01-06 20:00:00,2020-01-06,20,2020,1,Monday
SIN,OCC,4505.40925,0.0,0.0,3546.751,8052.16025,8411.841,2020-01-06 21:00:00,2020-01-06,21,2020,1,Monday
SIN,OCC,3846.52464,0.0,0.0,3981.016,7827.54064,8071.459,2020-01-06 22:00:00,2020-01-06,22,2020,1,Monday
SIN,OCC,3449.41838,0.0,0.0,4083.763,7533.18138,7735.334,2020-01-06 23:00:00,2020-01-06,23,2020,1,Monday
SIN,OCC,3237.06407,0.0,0.0,3916.211,7153.27507,7305.419,2020-01-07 00:00:00,2020-01-07,0,2020,1,Tuesday
SIN,OCC,3291.96439,0.0,0.0,3643.457,6935.42139,7092.86,2020-01-07 01:00:00,2020-01-07,1,2020,1,Tuesday
SIN,OCC,3201.50571,0.0,0.0,3556.809,6758.31471,6957.445,2020-01-07 02:00:00,2020-01-07,2,2020,1,Tuesday
SIN,OCC,3224.18749,0.0,0.0,3499.866,6724.05349,6899.032,2020-01-07 03:00:00,2020-01-07,3,2020,1,Tuesday
SIN,OCC,3229.48089,0.0,0.0,3518.646,6748.12689,6899.044,2020-01-07 04:00:00,2020-01-07,4,2020,1,Tuesday
SIN,OCC,3343.86516,0.0,0.0,3483.863,6827.72816,6987.507,2020-01-07 05:00:00,2020-01-07,5,2020,1,Tuesday
SIN,OCC,3395.79569,0.0,0.0,3765.042,7160.83769,7297.531,2020-01-07 06:00:00,2020-01-07,6,2020,1,Tuesday
SIN,OCC,3460.36575,0.0,0.0,4155.62,7615.98575,7788.817,2020-01-07 07:00:00,2020-01-07,7,2020,1,Tuesday
SIN,OCC,3910.36679,0.0,0.0,4162.414,8072.78079,8146.288,2020-01-07 08:00:00,2020-01-07,8,2020,1,Tuesday
SIN,OCC,4419.41023,0.0,0.0,3964.982,8384.39223,8381.873,2020-01-07 09:00:00,2020-01-07,9,2020,1,Tuesday
SIN,OCC,4575.13231,0.0,0.0,3925.578,8500.71031,8563.678,2020-01-07 10:00:00,2020-01-07,10,2020,1,Tuesday
SIN,OCC,4814.68798,0.0,0.0,3718.471,8533.15898,8587.839,2020-01-07 11:00:00,2020-01-07,11,2020,1,Tuesday
SIN,OCC,5140.74609,0.0,0.0,3450.207,8590.95309,8669.187,2020-01-07 12:00:00,2020-01-07,12,2020,1,Tuesday
SIN,OCC,5378.9936,0.0,0.0,3232.251,8611.2446,8692.911,2020-01-07 13:00:00,2020-01-07,13,2020,1,Tuesday
SIN,OCC,5365.4079,0.0,0.0,3196.764,8562.1719,8671.406,2020-01-07 14:00:00,2020-01-07,14,2020,1,Tuesday
SIN,OCC,5226.28618,0.0,0.0,3289.921,8516.20718,8640.081,2020-01-07 15:00:00,2020-01-07,15,2020,1,Tuesday
SIN,OCC,5245.99269,0.0,0.0,3272.11,8518.10269,8687.804,2020-01-07 16:00:00,2020-01-07,16,2020,1,Tuesday
SIN,OCC,4993.22874,0.0,0.0,3430.013,8423.24174,8522.446,2020-01-07 17:00:00,2020-01-07,17,2020,1,Tuesday
SIN,OCC,5135.72838,0.0,0.0,3258.615,8394.34338,8423.387,2020-01-07 18:00:00,2020-01-07,18,2020,1,Tuesday
SIN,OCC,5198.3951,0.0,0.0,3560.244,8758.6391,8848.441,2020-01-07 19:00:00,2020-01-07,19,2020,1,Tuesday
SIN,OCC,5072.75569,0.0,0.0,3605.335,8678.09069,8741.297,2020-01-07 20:00:00,2020-01-07,20,2020,1,Tuesday
SIN,OCC,4499.55167,0.0,0.0,3855.904,8355.45567,8460.545,2020-01-07 21:00:00,2020-01-07,21,2020,1,Tuesday
SIN,OCC,4232.87568,0.0,0.0,3765.749,7998.62468,8068.94,2020-01-07 22:00:00,2020-01-07,22,2020,1,Tuesday
SIN,OCC,4001.0065,0.0,0.0,3654.033,7655.0395,7649.158,2020-01-07 23:00:00,2020-01-07,23,2020,1,Tuesday
SIN,OCC,3622.3061,0.0,0.0,3662.679,7284.9851,7555.747,2020-01-08 00:00:00,2020-01-08,0,2020,1,Wednesday
SIN,OCC,3583.60552,0.0,0.0,3452.774,7036.37952,7356.73,2020-01-08 01:00:00,2020-01-08,1,2020,1,Wednesday
SIN,OCC,3555.46288,0.0,0.0,3317.408,6872.87088,7178.795,2020-01-08 02:00:00,2020-01-08,2,2020,1,Wednesday
SIN,OCC,3498.67028,0.0,0.0,3307.724,6806.39428,7121.986,2020-01-08 03:00:00,2020-01-08,3,2020,1,Wednesday
SIN,OCC,3596.27942,0.0,0.0,3241.764,6838.04342,7147.046,2020-01-08 04:00:00,2020-01-08,4,2020,1,Wednesday
SIN,OCC,3825.58242,0.0,0.0,3126.48,6952.06242,7265.561,2020-01-08 05:00:00,2020-01-08,5,2020,1,Wednesday
SIN,OCC,3769.09988,0.0,0.0,3578.568,7347.66788,7618.752,2020-01-08 06:00:00,2020-01-08,6,2020,1,Wednesday
SIN,OCC,4027.68903,0.0,0.0,3823.774,7851.46303,8079.345,2020-01-08 07:00:00,2020-01-08,7,2020,1,Wednesday
SIN,OCC,4798.01091,0.0,0.0,3359.911,8157.92191,8439.939,2020-01-08 08:00:00,2020-01-08,8,2020,1,Wednesday
SIN,OCC,5306.17541,0.0,0.0,3127.542,8433.71741,8718.362,2020-01-08 09:00:00,2020-01-08,9,2020,1,Wednesday
SIN,OCC,5206.24908,0.0,0.0,3303.972,8510.22108,8801.09,2020-01-08 10:00:00,2020-01-08,10,2020,1,Wednesday
SIN,OCC,5015.84186,0.0,0.0,3604.927,8620.76886,8879.722,2020-01-08 11:00:00,2020-01-08,11,2020,1,Wednesday
SIN,OCC,5101.44095,0.0,0.0,3610.054,8711.49495,8929.009,2020-01-08 12:00:00,2020-01-08,12,2020,1,Wednesday
SIN,OCC,5146.79843,0.0,0.0,3554.767,8701.56543,8983.041,2020-01-08 13:00:00,2020-01-08,13,2020,1,Wednesday
SIN,OCC,5211.87292,0.0,0.0,3404.877,8616.74992,8916.457,2020-01-08 14:00:00,2020-01-08,14,2020,1,Wednesday
SIN,OCC,5467.98663,0.0,0.0,3152.169,8620.15563,8915.906,2020-01-08 15:00:00,2020-01-08,15,2020,1,Wednesday
SIN,OCC,5158.74387,0.0,0.0,3502.597,8661.34087,8959.734,2020-01-08 16:00:00,2020-01-08,16,2020,1,Wednesday
SIN,OCC,4666.14472,0.0,0.0,3847.359,8513.50372,8709.154,2020-01-08 17:00:00,2020-01-08,17,2020,1,Wednesday
SIN,OCC,4615.21288,0.0,0.0,3777.864,8393.07688,8642.71,2020-01-08 18:00:00,2020-01-08,18,2020,1,Wednesday
SIN,OCC,4806.26384,0.0,0.0,3976.43,8782.69384,8968.387,2020-01-08 19:00:00,2020-01-08,19,2020,1,Wednesday
SIN,OCC,4540.58228,0.0,0.0,4163.678,8704.26028,8864.799,2020-01-08 20:00:00,2020-01-08,20,2020,1,Wednesday
SIN,OCC,4193.79416,0.0,0.0,4191.008,8384.80216,8589.291,2020-01-08 21:00:00,2020-01-08,21,2020,1,Wednesday
SIN,OCC,4073.20974,0.0,0.0,3951.638,8024.84774,8240.325,2020-01-08 22:00:00,2020-01-08,22,2020,1,Wednesday
SIN,OCC,3471.87875,0.0,0.0,4282.845,7754.72375,7917.355,2020-01-08 23:00:00,2020-01-08,23,2020,1,Wednesday
SIN,OCC,3241.77073,0.0,0.0,4081.113,7322.88373,7671.482,2020-01-09 00:00:00,2020-01-09,0,2020,1,Thursday
SIN,OCC,3305.77608,0.0,0.0,3802.192,7107.96808,7464.927,2020-01-09 01:00:00,2020-01-09,1,2020,1,Thursday
SIN,OCC,3423.56578,0.0,0.0,3519.7,6943.26578,7298.803,2020-01-09 02:00:00,2020-01-09,2,2020,1,Thursday
SIN,OCC,3275.26047,0.0,0.0,3619.556,6894.81647,7220.883,2020-01-09 03:00:00,2020-01-09,3,2020,1,Thursday
SIN,OCC,3326.92359,0.0,0.0,3581.524,6908.44759,7241.332,2020-01-09 04:00:00,2020-01-09,4,2020,1,Thursday
SIN,OCC,3382.30628,0.0,0.0,3670.998,7053.30428,7413.702,2020-01-09 05:00:00,2020-01-09,5,2020,1,Thursday
