Sistema,Area,Generacion (MWh),Importacion Total (MWh),Exportacion Total (MWh),Intercambio neto entre Gerencias (MWh),Estimacion de Demanda por Balance (MWh),Pronostico (MWh),Timestamp,fecha,hora,anio,mes,dia_semana
SIN,OCC,6395.75171,0.0,0.0,2769.488,9165.23971,9483.44,2020-08-25 14:00:00,2020-08-25,14,2020,8,Tuesday
SIN,OCC,6515.14199,0.0,0.0,2653.438,9168.57999,9439.822,2020-08-25 15:00:00,2020-08-25,15,2020,8,Tuesday
SIN,OCC,6559.47201,0.0,0.0,2580.246,9139.71801,9402.545,2020-08-25 16:00:00,2020-08-25,16,2020,8,Tuesday
SIN,OCC,6344.46715,0.0,0.0,2616.667,8961.13415,9227.026,2020-08-25 17:00:00,2020-08-25,17,2020,8,Tuesday
SIN,OCC,6231.56602,0.0,0.0,2461.745,8693.31102,8924.004,2020-08-25 18:00:00,2020-08-25,18,2020,8,Tuesday
SIN,OCC,6090.529,0.0,0.0,2149.71,8240.239,8544.07,2020-08-25 19:00:00,2020-08-25,19,2020,8,Tuesday
SIN,OCC,7122.53998,0.0,0.0,1470.052,8592.59198,8923.739,2020-08-25 20:00:00,2020-08-25,20,2020,8,Tuesday
SIN,OCC,7336.58981,0.0,0.0,1355.08,8691.66981,9082.411,2020-08-25 21:00:00,2020-08-25,21,2020,8,Tuesday
SIN,OCC,7334.32626,0.0,0.0,1180.426,8514.75226,8867.959,2020-08-25 22:00:00,2020-08-25,22,2020,8,Tuesday
SIN,OCC,7290.30638,0.0,0.0,1018.637,8308.94338,8618.674,2020-08-25 23:00:00,2020-08-25,23,2020,8,Tuesday
SIN,OCC,6821.27669,0.0,0.0,1079.704,7900.98069,8394.921,2020-08-26 00:00:00,2020-08-26,0,2020,8,Wednesday
SIN,OCC,6226.69487,0.0,0.0,1460.061,7686.75587,8081.747,2020-08-26 01:00:00,2020-08-26,1,2020,8,Wednesday
SIN,OCC,5996.21627,0.0,0.0,1468.153,7464.36927,7889.849,2020-08-26 02:00:00,2020-08-26,2,2020,8,Wednesday
SIN,OCC,5868.15506,0.0,0.0,1505.744,7373.89906,7765.728,2020-08-26 03:00:00,2020-08-26,3,2020,8,Wednesday
SIN,OCC,5616.79666,0.0,0.0,1750.045,7366.84166,7768.658,2020-08-26 04:00:00,2020-08-26,4,2020,8,Wednesday
SIN,OCC,5664.25033,0.0,0.0,1768.78,7433.03033,7847.688,2020-08-26 05:00:00,2020-08-26,5,2020,8,Wednesday
SIN,OCC,5870.07765,0.0,0.0,1814.885,7684.96265,8156.632,2020-08-26 06:00:00,2020-08-26,6,2020,8,Wednesday
SIN,OCC,5795.23955,0.0,0.0,2384.753,8179.99255,8593.606,2020-08-26 07:00:00,2020-08-26,7,2020,8,Wednesday
SIN,OCC,5814.09433,0.0,0.0,2826.661,8640.75533,8997.866,2020-08-26 08:00:00,2020-08-26,8,2020,8,Wednesday
SIN,OCC,5668.62651,0.0,0.0,3305.659,8974.28551,9320.65,2020-08-26 09:00:00,2020-08-26,9,2020,8,Wednesday
SIN,OCC,6165.3357,0.0,0.0,2869.083,9034.4187,9444.759,2020-08-26 10:00:00,2020-08-26,10,2020,8,Wednesday
SIN,OCC,6139.15385,0.0,0.0,3016.649,9155.80285,9548.713,2020-08-26 11:00:00,2020-08-26,11,2020,8,Wednesday
SIN,OCC,6383.21876,0.0,0.0,2879.834,9263.05276,9647.089,2020-08-26 12:00:00,2020-08-26,12,2020,8,Wednesday
SIN,OCC,6858.80181,0.0,0.0,2418.855,9277.65681,9702.181,2020-08-26 13:00:00,2020-08-26,13,2020,8,Wednesday
SIN,OCC,7126.93558,0.0,0.0,2118.45,9245.38558,9639.274,2020-08-26 14:00:00,2020-08-26,14,2020,8,Wednesday
SIN,OCC,7109.3668,0.0,0.0,2066.081,9175.4478,9667.622,2020-08-26 15:00:00,2020-08-26,15,2020,8,Wednesday
SIN,OCC,6985.17817,0.0,0.0,2178.127,9163.30517,9686.666,2020-08-26 16:00:00,2020-08-26,16,2020,8,Wednesday
SIN,OCC,6629.22375,0.0,0.0,2299.47,8928.69375,9452.575,2020-08-26 17:00:00,2020-08-26,17,2020,8,Wednesday
SIN,OCC,5951.25893,0.0,0.0,2731.698,8682.95693,9129.33,2020-08-26 18:00:00,2020-08-26,18,2020,8,Wednesday
SIN,OCC,5992.18197,0.0,0.0,2204.894,8197.07597,8704.51,2020-08-26 19:00:00,2020-08-26,19,2020,8,Wednesday
SIN,OCC,6473.79126,0.0,0.0,2105.216,8579.00726,9006.994,2020-08-26 20:00:00,2020-08-26,20,2020,8,Wednesday
SIN,OCC,6641.45978,0.0,0.0,2031.827,8673.28678,9131.641,2020-08-26 21:00:00,2020-08-26,21,2020,8,Wednesday
SIN,OCC,6731.22214,0.0,0.0,1778.613,8509.83514,8957.289,2020-08-26 22:00:00,2020-08-26,22,2020,8,Wednesday
SIN,OCC,6886.04896,0.0,0.0,1393.732,8279.78096,8698.848,2020-08-26 23:00:00,2020-08-26,23,2020,8,Wednesday
SIN,OCC,6737.22204,0.0,0.0,1184.805,7922.02704,8261.222,2020-08-27 00:00:00,2020-08-27,0,2020,8,Thursday
SIN,OCC,6140.69707,0.0,0.0,1494.116,7634.81307,8002.149,2020-08-27 01:00:00,2020-08-27,1,2020,8,Thursday
SIN,OCC,5724.73614,0.0,0.0,1779.255,7503.99114,7837.83,2020-08-27 02:00:00,2020-08-27,2,2020,8,Thursday
SIN,OCC,5383.17694,0.0,0.0,1998.498,7381.67494,7737.729,2020-08-27 03:00:00,2020-08-27,3,2020,8,Thursday
SIN,OCC,5172.11931,0.0,0.0,2201.77,7373.88931,7711.928,2020-08-27 04:00:00,2020-08-27,4,2020,8,Thursday
SIN,OCC,5156.80784,0.0,0.0,2288.904,7445.71184,7814.329,2020-08-27 05:00:00,2020-08-27,5,2020,8,Thursday
SIN,OCC,5310.26418,0.0,0.0,2405.74,7716.00418,8040.821,2020-08-27 06:00:00,2020-08-27,6,2020,8,Thursday
SIN,OCC,5609.11103,0.0,0.0,2530.746,8139.85703,8451.51,2020-08-27 07:00:00,2020-08-27,7,2020,8,Thursday
SIN,OCC,6154.58019,0.0,0.0,2448.242,8602.82219,8950.992,2020-08-27 08:00:00,2020-08-27,8,2020,8,Thursday
SIN,OCC,6595.24587,0.0,0.0,2292.788,8888.03387,9271.336,2020-08-27 09:00:00,2020-08-27,9,2020,8,Thursday
SIN,OCC,6645.22205,0.0,0.0,2390.229,9035.45105,9367.003,2020-08-27 10:00:00,2020-08-27,10,2020,8,Thursday
SIN,OCC,7137.48821,0.0,0.0,1976.836,9114.32421,9471.393,2020-08-27 11:00:00,2020-08-27,11,2020,8,Thursday
SIN,OCC,7221.94939,0.0,0.0,1951.044,9172.99339,9537.347,2020-08-27 12:00:00,2020-08-27,12,2020,8,Thursday
SIN,OCC,7151.30098,0.0,0.0,2042.094,9193.39498,9579.786,2020-08-27 13:00:00,2020-08-27,13,2020,8,Thursday
SIN,OCC,7202.96355,0.0,0.0,1899.827,9102.79055,9559.604,2020-08-27 14:00:00,2020-08-27,14,2020,8,Thursday
SIN,OCC,7461.74901,0.0,0.0,1535.763,8997.51201,9601.448,2020-08-27 15:00:00,2020-08-27,15,2020,8,Thursday
SIN,OCC,7310.57732,0.0,0.0,1651.787,8962.36432,9519.644,2020-08-27 16:00:00,2020-08-27,16,2020,8,Thursday
SIN,OCC,6851.71961,0.0,0.0,2007.506,8859.22561,9436.225,2020-08-27 17:00:00,2020-08-27,17,2020,8,Thursday
SIN,OCC,6520.95782,0.0,0.0,1983.051,8504.00882,9177.458,2020-08-27 18:00:00,2020-08-27,18,2020,8,Thursday
SIN,OCC,6071.0902,0.0,0.0,2013.096,8084.1862,8645.65,2020-08-27 19:00:00,2020-08-27,19,2020,8,Thursday
SIN,OCC,6299.5417,0.0,0.0,2139.674,8439.2157,9090.517,2020-08-27 20:00:00,2020-08-27,20,2020,8,Thursday
SIN,OCC,6640.89734,0.0,0.0,1822.626,8463.52334,9181.749,2020-08-27 21:00:00,2020-08-27,21,2020,8,Thursday
SIN,OCC,6727.45609,0.0,0.0,1556.642,8284.09809,9032.886,2020-08-27 22:00:00,2020-08-27,22,2020,8,Thursday
SIN,OCC,6691.16131,0.0,0.0,1409.454,8100.61531,8784.636,2020-08-27 23:00:00,2020-08-27,23,2020,8,Thursday
SIN,OCC,5958.55319,0.0,0.0,1775.013,7733.56619,8428.58,2020-08-28 00:00:00,2020-08-28,0,2020,8,Friday
SIN,OCC,5693.46369,0.0,0.0,1769.676,7463.13969,8143.629,2020-08-28 01:00:00,2020-08-28,1,2020,8,Friday
SIN,OCC,5488.08548,0.0,0.0,1813.557,7301.64248,7921.972,2020-08-28 02:00:00,2020-08-28,2,2020,8,Friday
SIN,OCC,5323.32273,0.0,0.0,1899.674,7222.99673,7833.276,2020-08-28 03:00:00,2020-08-28,3,2020,8,Friday
SIN,OCC,5281.13952,0.0,0.0,1957.687,7238.82652,7827.03,2020-08-28 04:00:00,2020-08-28,4,2020,8,Friday
SIN,OCC,5278.82328,0.0,0.0,2006.272,7285.09528,7912.41,2020-08-28 05:00:00,2020-08-28,5,2020,8,Friday
SIN,OCC,5231.16934,0.0,0.0,2251.008,7482.17734,8179.235,2020-08-28 06:00:00,2020-08-28,6,2020,8,Friday
SIN,OCC,5238.04463,0.0,0.0,2640.117,7878.16163,8612.833,2020-08-28 07:00:00,2020-08-28,7,2020,8,Friday
SIN,OCC,5324.63954,0.0,0.0,2972.665,8297.30454,8998.661,2020-08-28 08:00:00,2020-08-28,8,2020,8,Friday
SIN,OCC,5282.34298,0.0,0.0,3390.894,8673.23698,9345.985,2020-08-28 09:00:00,2020-08-28,9,2020,8,Friday
SIN,OCC,5583.82902,0.0,0.0,3201.705,8785.53402,9470.17,2020-08-28 10:00:00,2020-08-28,10,2020,8,Friday
SIN,OCC,5714.2379,0.0,0.0,3096.425,8810.6629,9567.184,2020-08-28 11:00:00,2020-08-28,11,2020,8,Friday
SIN,OCC,5714.75511,0.0,0.0,3197.118,8911.87311,9684.499,2020-08-28 12:00:00,2020-08-28,12,2020,8,Friday
SIN,OCC,6036.68807,0.0,0.0,2874.96,8911.64807,9691.916,2020-08-28 13:00:00,2020-08-28,13,2020,8,Friday
SIN,OCC,6445.52378,0.0,0.0,2347.481,8793.00478,9603.388,2020-08-28 14:00:00,2020-08-28,14,2020,8,Friday
SIN,OCC,6818.69425,0.0,0.0,1899.351,8718.04525,9571.94,2020-08-28 15:00:00,2020-08-28,15,2020,8,Friday
SIN,OCC,7231.51126,0.0,0.0,1482.181,8713.69226,9543.788,2020-08-28 16:00:00,2020-08-28,16,2020,8,Friday
SIN,OCC,7151.07207,0.0,0.0,1404.312,8555.38407,9317.854,2020-08-28 17:00:00,2020-08-28,17,2020,8,Friday
SIN,OCC,6295.55104,0.0,0.0,1974.165,8269.71604,9024.042,2020-08-28 18:00:00,2020-08-28,18,2020,8,Friday
SIN,OCC,5482.82565,0.0,0.0,2305.759,7788.58465,8605.5,2020-08-28 19:00:00,2020-08-28,19,2020,8,Friday
SIN,OCC,6199.787,0.0,0.0,1942.781,8142.568,8924.291,2020-08-28 20:00:00,2020-08-28,20,2020,8,Friday
SIN,OCC,6392.19786,0.0,0.0,1828.589,8220.78686,9023.151,2020-08-28 21:00:00,2020-08-28,21,2020,8,Friday
SIN,OCC,6436.77078,0.0,0.0,1663.21,8099.98078,8853.951,2020-08-28 22:00:00,2020-08-28,22,2020,8,Friday
SIN,OCC,6347.3438,0.0,0.0,1538.79,7886.1338,8643.262,2020-08-28 23:00:00,2020-08-28,23,2020,8,Friday
SIN,OCC,6247.32679,0.0,0.0,1314.446,7561.77279,7865.015,2020-08-29 00:00:00,2020-08-29,0,2020,8,Saturday
SIN,OCC,5672.25239,0.0,0.0,1529.103,7201.35539,7585.478,2020-08-29 01:00:00,2020-08-29,1,2020,8,Saturday
SIN,OCC,5391.64828,0.0,0.0,1598.283,6989.93128,7409.879,2020-08-29 02:00:00,2020-08-29,2,2020,8,Saturday
SIN,OCC,5289.71444,0.0,0.0,1629.575,6919.28944,7326.932,2020-08-29 03:00:00,2020-08-29,3,2020,8,Saturday
SIN,OCC,4842.6373,0.0,0.0,2108.642,6951.2793,7334.201,2020-08-29 04:00:00,2020-08-29,4,2020,8,Saturday
SIN,OCC,4779.30521,0.0,0.0,2186.96,6966.26521,7369.837,2020-08-29 05:00:00,2020-08-29,5,2020,8,Saturday
SIN,OCC,4997.62105,0.0,0.0,2049.302,7046.92305,7499.637,2020-08-29 06:00:00,2020-08-29,6,2020,8,Saturday
SIN,OCC,4981.94883,0.0,0.0,2362.127,7344.07583,7734.48,2020-08-29 07:00:00,2020-08-29,7,2020,8,Saturday
SIN,OCC,4969.13867,0.0,0.0,2652.076,7621.21467,8081.183,2020-08-29 08:00:00,2020-08-29,8,2020,8,Saturday
SIN,OCC,5259.01569,0.0,0.0,2627.787,7886.80269,8392.947,2020-08-29 09:00:00,2020-08-29,9,2020,8,Saturday
SIN,OCC,5435.62442,0.0,0.0,2609.741,8045.36542,8533.294,2020-08-29 10:00:00,2020-08-29,10,2020,8,Saturday
SIN,OCC,5829.87404,0.0,0.0,2283.133,8113.00704,8569.226,2020-08-29 11:00:00,2020-08-29,11,2020,8,Saturday
SIN,OCC,6133.87666,0.0,0.0,2028.15,8162.02666,8598.842,2020-08-29 12:00:00,2020-08-29,12,2020,8,Saturday
SIN,OCC,6057.55297,0.0,0.0,2011.738,8069.29097,8567.355,2020-08-29 13:00:00,2020-08-29,13,2020,8,Saturday
SIN,OCC,6087.81151,0.0,0.0,1734.261,7822.07251,8425.365,2020-08-29 14:00:00,2020-08-29,14,2020,8,Saturday
SIN,OCC,6290.60819,0.0,0.0,1449.009,7739.61719,8347.982,2020-08-29 15:00:00,2020-08-29,15,2020,8,Saturday
SIN,OCC,6170.4542,0.0,0.0,1575.259,7745.7132,8297.022,2020-08-29 16:00:00,2020-08-29,16,2020,8,Saturday
SIN,OCC,5997.04927,0.0,0.0,1747.468,7744.51727,8211.02,2020-08-29 17:00:00,2020-08-29,17,2020,8,Saturday
SIN,OCC,5587.00596,0.0,0.0,2063.968,7650.97396,8089.248,2020-08-29 18:00:00,2020-08-29,18,2020,8,Saturday
SIN,OCC,5525.31462,0.0,0.0,2075.111,7600.42562,8045.2,2020-08-29 19:00:00,2020-08-29,19,2020,8,Saturday
SIN,OCC,6457.77314,0.0,0.0,1549.512,8007.28514,8461.399,2020-08-29 20:00:00,2020-08-29,20,2020,8,Saturday
SIN,OCC,6332.23282,0.0,0.0,1660.843,7993.07582,8499.522,2020-08-29 21:00:00,2020-08-29,21,2020,8,Saturday
SIN,OCC,6048.49096,0.0,0.0,1617.331,7665.82196,8161.424,2020-08-29 22:00:00,2020-08-29,22,2020,8,Saturday
SIN,OCC,5589.3841,0.0,0.0,1669.914,7259.2981,7739.04,2020-08-29 23:00:00,2020-08-29,23,2020,8,Saturday
SIN,OCC,5482.08381,0.0,0.0,1414.815,6896.89881,7573.795,2020-08-30 00:00:00,2020-08-30,0,2020,8,Sunday
SIN,OCC,5308.99514,0.0,0.0,1292.19,6601.18514,7288.843,2020-08-30 01:00:00,2020-08-30,1,2020,8,Sunday
SIN,OCC,5307.61218,0.0,0.0,1127.365,6434.97718,7096.623,2020-08-30 02:00:00,2020-08-30,2,2020,8,Sunday
SIN,OCC,5285.88675,0.0,0.0,1060.623,6346.50975,6980.405,2020-08-30 03:00:00,2020-08-30,3,2020,8,Sunday
SIN,OCC,5165.77487,0.0,0.0,1073.641,6239.41587,6919.216,2020-08-30 04:00:00,2020-08-30,4,2020,8,Sunday
SIN,OCC,5110.97603,0.0,0.0,1077.027,6188.00303,6877.442,2020-08-30 05:00:00,2020-08-30,5,2020,8,Sunday
SIN,OCC,4860.4538,0.0,0.0,1421.544,6281.9978,6914.433,2020-08-30 06:00:00,2020-08-30,6,2020,8,Sunday
SIN,OCC,4643.44532,0.0,0.0,1638.624,6282.06932,6878.407,2020-08-30 07:00:00,2020-08-30,7,2020,8,Sunday
SIN,OCC,5102.94166,0.0,0.0,1232.823,6335.76466,6951.775,2020-08-30 08:00:00,2020-08-30,8,2020,8,Sunday
SIN,OCC,5500.59039,0.0,0.0,1018.669,6519.25939,7118.169,2020-08-30 09:00:00,2020-08-30,9,2020,8,Sunday
SIN,OCC,5677.15344,0.0,0.0,911.105,6588.25844,7241.249,2020-08-30 10:00:00,2020-08-30,10,2020,8,Sunday
SIN,OCC,5712.44939,0.0,0.0,942.945,6655.39439,7305.097,2020-08-30 11:00:00,2020-08-30,11,2020,8,Sunday
SIN,OCC,5958.08748,0.0,0.0,680.618,6638.70548,7304.476,2020-08-30 12:00:00,2020-08-30,12,2020,8,Sunday
SIN,OCC,5984.02562,0.0,0.0,632.411,6616.43662,7251.037,2020-08-30 13:00:00,2020-08-30,13,2020,8,Sunday
SIN,OCC,5864.68518,0.0,0.0,760.983,6625.66818,7237.935,2020-08-30 14:00:00,2020-08-30,14,2020,8,Sunday
SIN,OCC,5773.42081,0.0,0.0,806.235,6579.65581,7226.696,2020-08-30 15:00:00,2020-08-30,15,2020,8,Sunday
SIN,OCC,5864.01186,0.0,0.0,790.571,6654.58286,7251.162,2020-08-30 16:00:00,2020-08-30,16,2020,8,Sunday
SIN,OCC,5732.88301,0.0,0.0,915.509,6648.39201,7219.005,2020-08-30 17:00:00,2020-08-30,17,2020,8,Sunday
SIN,OCC,5281.73228,0.0,0.0,1400.778,6682.51028,7183.456,2020-08-30 18:00:00,2020-08-30,18,2020,8,Sunday
SIN,OCC,5231.18717,0.0,0.0,1571.591,6802.77817,7237.288,2020-08-30 19:00:00,2020-08-30,19,2020,8,Sunday
SIN,OCC,5477.98551,0.0,0.0,1835.725,7313.71051,7636.107,2020-08-30 20:00:00,2020-08-30,20,2020,8,Sunday
SIN,OCC,6122.29076,0.0,0.0,1319.419,7441.70976,7882.388,2020-08-30 21:00:00,2020-08-30,21,2020,8,Sunday
SIN,OCC,6564.91951,0.0,0.0,652.883,7217.80251,7739.08,2020-08-30 22:00:00,2020-08-30,22,2020,8,Sunday
SIN,OCC,6196.46691,0.0,0.0,622.598,6819.06491,7420.641,2020-08-30 23:00:00,2020-08-30,23,2020,8,Sunday
SIN,OCC,5650.49286,0.0,0.0,819.39,6469.88286,6936.429,2020-08-31 00:00:00,2020-08-31,0,2020,8,Monday
SIN,OCC,5155.95494,0.0,0.0,1105.481,6261.43594,6687.431,2020-08-31 01:00:00,2020-08-31,1,2020,8,Monday
SIN,OCC,5168.99685,0.0,0.0,992.862,6161.85885,6553.423,2020-08-31 02:00:00,2020-08-31,2,2020,8,Monday
SIN,OCC,5177.78267,0.0,0.0,913.933,6091.71567,6514.938,2020-08-31 03:00:00,2020-08-31,3,2020,8,Monday
SIN,OCC,5053.86148,0.0,0.0,1045.941,6099.80248,6526.092,2020-08-31 04:00:00,2020-08-31,4,2020,8,Monday
SIN,OCC,5080.16065,0.0,0.0,1126.408,6206.56865,6659.037,2020-08-31 05:00:00,2020-08-31,5,2020,8,Monday
SIN,OCC,5416.4383,0.0,0.0,1251.378,6667.8163,7030.632,2020-08-31 06:00:00,2020-08-31,6,2020,8,Monday
SIN,OCC,5674.06999,0.0,0.0,1599.81,7273.87999,7605.203,2020-08-31 07:00:00,2020-08-31,7,2020,8,Monday
SIN,OCC,5957.88015,0.0,0.0,1830.816,7788.69615,8066.482,2020-08-31 08:00:00,2020-08-31,8,2020,8,Monday
SIN,OCC,6317.9752,0.0,0.0,1859.04,8177.0152,8450.995,2020-08-31 09:00:00,2020-08-31,9,2020,8,Monday
SIN,OCC,6624.83324,0.0,0.0,1740.2,8365.03324,8598.197,2020-08-31 10:00:00,2020-08-31,10,2020,8,Monday
SIN,OCC,6898.85273,0.0,0.0,1579.103,8477.95573,8720.568,2020-08-31 11:00:00,2020-08-31,11,2020,8,Monday
SIN,OCC,6906.67051,0.0,0.0,1694.832,8601.50251,8840.832,2020-08-31 12:00:00,2020-08-31,12,2020,8,Monday
SIN,OCC,7102.65006,0.0,0.0,1510.021,8612.67106,8903.195,2020-08-31 13:00:00,2020-08-31,13,2020,8,Monday
SIN,OCC,7181.51725,0.0,0.0,1416.135,8597.65225,8885.512,2020-08-31 14:00:00,2020-08-31,14,2020,8,Monday
SIN,OCC,7563.87444,0.0,0.0,1043.941,8607.81544,8864.962,2020-08-31 15:00:00,2020-08-31,15,2020,8,Monday
SIN,OCC,7451.95077,0.0,0.0,1195.313,8647.26377,8919.329,2020-08-31 16:00:00,2020-08-31,16,2020,8,Monday
SIN,OCC,7284.29472,0.0,0.0,1223.965,8508.25972,8828.578,2020-08-31 17:00:00,2020-08-31,17,2020,8,Monday
SIN,OCC,6770.26273,0.0,0.0,1499.748,8270.01073,8529.091,2020-08-31 18:00:00,2020-08-31,18,2020,8,Monday
SIN,OCC,6304.86922,0.0,0.0,1570.204,7875.07322,8180.072,2020-08-31 19:00:00,2020-08-31,19,2020,8,Monday
SIN,OCC,7126.60209,0.0,0.0,1120.987,8247.58909,8528.473,2020-08-31 20:00:00,2020-08-31,20,2020,8,Monday
SIN,OCC,7599.41765,0.0,0.0,675.109,8274.52665,8645.618,2020-08-31 21:00:00,2020-08-31,21,2020,8,Monday
SIN,OCC,7723.55003,0.0,0.0,369.546,8093.09603,8435.802,2020-08-31 22:00:00,2020-08-31,22,2020,8,Monday
SIN,OCC,7411.44758,0.0,0.0,411.102,7822.54958,8059.117,2020-08-31 23:00:00,2020-08-31,23,2020,8,Monday
SIN,OCC,7110.99898,0.0,0.0,294.363,7405.36198,7769.582,2020-09-01 00:00:00,2020-09-01,0,2020,9,Tuesday
SIN,OCC,6445.43295,0.0,0.0,658.135,7103.56795,7495.085,2020-09-01 01:00:00,2020-09-01,1,2020,9,Tuesday
SIN,OCC,5915.3342,0.0,0.0,1039.404,6954.7382,7368.855,2020-09-01 02:00:00,2020-09-01,2,2020,9,Tuesday
SIN,OCC,5684.51112,0.0,0.0,1159.211,6843.72212,7322.711,2020-09-01 03:00:00,2020-09-01,3,2020,9,Tuesday
SIN,OCC,5558.80745,0.0,0.0,1273.424,6832.23145,7310.608,2020-09-01 04:00:00,2020-09-01,4,2020,9,Tuesday
SIN,OCC,5583.31016,0.0,0.0,1286.591,6869.90116,7345.128,2020-09-01 05:00:00,2020-09-01,5,2020,9,Tuesday
SIN,OCC,5506.74915,0.0,0.0,1618.231,7124.98015,7590.843,2020-09-01 06:00:00,2020-09-01,6,2020,9,Tuesday
SIN,OCC,5466.70013,0.0,0.0,2109.803,7576.50313,8042.302,2020-09-01 07:00:00,2020-09-01,7,2020,9,Tuesday
SIN,OCC,6056.84886,0.0,0.0,1859.294,7916.14286,8499.894,2020-09-01 08:00:00,2020-09-01,8,2020,9,Tuesday
SIN,OCC,6541.87342,0.0,0.0,1676.953,8218.82642,8812.66,2020-09-01 09:00:00,2020-09-01,9,2020,9,Tuesday
SIN,OCC,6664.45652,0.0,0.0,1712.704,8377.16052,8924.904,2020-09-01 10:00:00,2020-09-01,10,2020,9,Tuesday
SIN,OCC,7091.38923,0.0,0.0,1395.272,8486.66123,8988.005,2020-09-01 11:00:00,2020-09-01,11,2020,9,Tuesday
SIN,OCC,7204.0226,0.0,0.0,1361.156,8565.1786,9041.257,2020-09-01 12:00:00,2020-09-01,12,2020,9,Tuesday
SIN,OCC,7141.00593,0.0,0.0,1450.714,8591.71993,9105.5,2020-09-01 13:00:00,2020-09-01,13,2020,9,Tuesday
SIN,OCC,7500.82612,0.0,0.0,1073.517,8574.34312,9077.906,2020-09-01 14:00:00,2020-09-01,14,2020,9,Tuesday
SIN,OCC,7569.07926,0.0,0.0,1017.619,8586.69826,9039.886,2020-09-01 15:00:00,2020-09-01,15,2020,9,Tuesday
SIN,OCC,7527.85709,0.0,0.0,1070.324,8598.18109,9026.623,2020-09-01 16:00:00,2020-09-01,16,2020,9,Tuesday
SIN,OCC,7413.51993,0.0,0.0,1087.381,8500.90093,8858.938,2020-09-01 17:00:00,2020-09-01,17,2020,9,Tuesday
SIN,OCC,6852.84024,0.0,0.0,1329.413,8182.25324,8617.23,2020-09-01 18:00:00,2020-09-01,18,2020,9,Tuesday
SIN,OCC,6477.54712,0.0,0.0,1326.305,7803.85212,8276.6,2020-09-01 19:00:00,2020-09-01,19,2020,9,Tuesday
SIN,OCC,7109.65449,0.0,0.0,1123.1,8232.75449,8659.488,2020-09-01 20:00:00,2020-09-01,20,2020,9,Tuesday
SIN,OCC,7165.60317,0.0,0.0,1166.845,8332.44817,8761.253,2020-09-01 21:00:00,2020-09-01,21,2020,9,Tuesday
SIN,OCC,7235.69951,0.0,0.0,946.923,8182.62251,8543.88,2020-09-01 22:00:00,2020-09-01,22,2020,9,Tuesday
SIN,OCC,7160.54305,0.0,0.0,781.349,7941.89205,8318.509,2020-09-01 23:00:00,2020-09-01,23,2020,9,Tuesday
SIN,OCC,5737.17821,0.0,0.0,1743.277,7480.45521,7814.689,2020-09-02 00:00:00,2020-09-02,0,2020,9,Wednesday
SIN,OCC,5525.5701,0.0,0.0,1692.246,7217.8161,7559.115,2020-09-02 01:00:00,2020-09-02,1,2020,9,Wednesday
SIN,OCC,5215.02154,0.0,0.0,1856.402,7071.42354,7372.021,2020-09-02 02:00:00,2020-09-02,2,2020,9,Wednesday
SIN,OCC,5022.94007,0.0,0.0,1946.219,6969.15907,7309.175,2020-09-02 03:00:00,2020-09-02,3,2020,9,Wednesday
SIN,OCC,4992.14811,0.0,0.0,2070.042,7062.19011,7285.478,2020-09-02 04:00:00,2020-09-02,4,2020,9,Wednesday
SIN,OCC,4702.20849,0.0,0.0,2393.732,7095.94049,7346.964,2020-09-02 05:00:00,2020-09-02,5,2020,9,Wednesday
SIN,OCC,4775.84454,0.0,0.0,2570.376,7346.22054,7570.682,2020-09-02 06:00:00,2020-09-02,6,2020,9,Wednesday
SIN,OCC,5064.22181,0.0,0.0,2693.805,7758.02681,8011.712,2020-09-02 07:00:00,2020-09-02,7,2020,9,Wednesday
SIN,OCC,5555.1407,0.0,0.0,2648.665,8203.8057,8394.852,2020-09-02 08:00:00,2020-09-02,8,2020,9,Wednesday
SIN,OCC,5947.24043,0.0,0.0,2634.969,8582.20943,8650.411,2020-09-02 09:00:00,2020-09-02,9,2020,9,Wednesday
SIN,OCC,6400.3526,0.0,0.0,2269.406,8669.7586,8877.728,2020-09-02 10:00:00,2020-09-02,10,2020,9,Wednesday
SIN,OCC,6611.68968,0.0,0.0,2082.7,8694.38968,8939.335,2020-09-02 11:00:00,2020-09-02,11,2020,9,Wednesday
SIN,OCC,6568.55421,0.0,0.0,2222.304,8790.85821,9020.71,2020-09-02 12:00:00,2020-09-02,12,2020,9,Wednesday
SIN,OCC,6629.01672,0.0,0.0,2198.888,8827.90472,9078.931,2020-09-02 13:00:00,2020-09-02,13,2020,9,Wednesday
SIN,OCC,6754.95355,0.0,0.0,2056.656,8811.60955,9016.669,2020-09-02 14:00:00,2020-09-02,14,2020,9,Wednesday
SIN,OCC,6813.12569,0.0,0.0,2015.933,8829.05869,8999.409,2020-09-02 15:00:00,2020-09-02,15,2020,9,Wednesday
SIN,OCC,6990.63377,0.0,0.0,1837.138,8827.77177,8980.806,2020-09-02 16:00:00,2020-09-02,16,2020,9,Wednesday
SIN,OCC,7014.76816,0.0,0.0,1700.563,8715.33116,8795.153,2020-09-02 17:00:00,2020-09-02,17,2020,9,Wednesday
SIN,OCC,6326.78431,0.0,0.0,2044.83,8371.61431,8550.679,2020-09-02 18:00:00,2020-09-02,18,2020,9,Wednesday
SIN,OCC,5751.95151,0.0,0.0,2233.501,7985.45251,8135.505,2020-09-02 19:00:00,2020-09-02,19,2020,9,Wednesday
